time_origin,time_dest,?column?,?column?,pairs
1420475456,1434737362,https://github.com/alibaba/jstorm/commit/362f3b9d373cf7e8fb2ee8d6e429d5589d4234c5,https://github.com/orientechnologies/orientdb/commit/8fa74c47519bf1b46ce0b700114389e44f89732d,5
1420475456,1421174936,https://github.com/alibaba/jstorm/commit/362f3b9d373cf7e8fb2ee8d6e429d5589d4234c5,https://github.com/google/guava/commit/651774d3734a0f72dd7bccab9e57bd9579cfff0e,5
1420475456,1441266930,https://github.com/alibaba/jstorm/commit/362f3b9d373cf7e8fb2ee8d6e429d5589d4234c5,https://github.com/orientechnologies/orientdb/commit/7b4eeb751e8cbb6a10d43268ee71af029c9fe28e,5
1384744268,1389811064,https://github.com/jhy/jsoup/commit/6c4f16f233cdfd7aedef33374609e9aa4ede255c,https://github.com/orientechnologies/orientdb/commit/70847ab89890aa873ef395305c313121dc02cba4,5
1420475456,1464694963,https://github.com/alibaba/jstorm/commit/362f3b9d373cf7e8fb2ee8d6e429d5589d4234c5,https://github.com/alibaba/druid/commit/178de15fac9b9d085bed8bae05360dd7a27715bc,5
1420475456,1423888860,https://github.com/alibaba/jstorm/commit/362f3b9d373cf7e8fb2ee8d6e429d5589d4234c5,https://github.com/libgdx/libgdx/commit/3ec8483f89c584e86ceec5425dd86a2fb95bc9ba,5
1420475456,1448280668,https://github.com/alibaba/jstorm/commit/362f3b9d373cf7e8fb2ee8d6e429d5589d4234c5,https://github.com/orientechnologies/orientdb/commit/f991e4a730b74bd07022b111339f8ab0ce8c3df9,5
1420475456,1444378709,https://github.com/alibaba/jstorm/commit/362f3b9d373cf7e8fb2ee8d6e429d5589d4234c5,https://github.com/orientechnologies/orientdb/commit/3cac2db2d50c66f373eb87af19bea5db24d3278e,5
1420475456,1451099760,https://github.com/alibaba/jstorm/commit/362f3b9d373cf7e8fb2ee8d6e429d5589d4234c5,https://github.com/netty/netty/commit/a96d52fe66536ae0633e1a066d4ee008b3173f8f,5
1420475456,1438532913,https://github.com/alibaba/jstorm/commit/362f3b9d373cf7e8fb2ee8d6e429d5589d4234c5,https://github.com/orientechnologies/orientdb/commit/e3e51e67d118d74c96597d797882df9051dfcefa,5
1388458829,1415486790,https://github.com/alibaba/jstorm/commit/9b6b33d10687f3640a0ce7170c35b3482a82b922,https://github.com/netty/netty/commit/35db3c671070aaf5ee8f5cc0e026d3a3574f7f1b,5
1276000528,1381092371,https://github.com/jhy/jsoup/commit/27a52f90a25699bebe23ff1ff94d6db361fdb11d,https://github.com/jhy/jsoup/commit/2518e92a052d922d81d11e28b8e5205639fed9a7,5
1420475456,1445017596,https://github.com/alibaba/jstorm/commit/362f3b9d373cf7e8fb2ee8d6e429d5589d4234c5,https://github.com/orientechnologies/orientdb/commit/1c9b484fc9e4a606e8e37ce94d21bee6a840f6f5,5
1420475456,1457703925,https://github.com/alibaba/jstorm/commit/362f3b9d373cf7e8fb2ee8d6e429d5589d4234c5,https://github.com/orientechnologies/orientdb/commit/6ddd90b14dc2e77074aa9a39b37afe32e6c38234,5
